post_id,upload_date,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,traffic_source,ctr_percentage,impressions,likes,comments,shares,total_watch_time_hours,content_category
YT0006288,2025-06-26 08:32:24.541512,41.33,1896,76.46,246,Notifications,20.12,283687,24530,863,1287,149408.49,Gaming
YT0006289,2025-05-01 08:32:24.541512,32.05,151,7.85,170,External,29.38,1733735,26110,2686,1003,72720.55,Comedy
YT0006290,2025-05-29 08:32:24.541512,58.41,2667,76.1,332,Search,17.09,1431225,48551,7990,1827,1060299.19,Tech
YT0006291,2025-03-17 08:32:24.541512,54.0,2908,89.75,129,Channel Page,22.05,273689,35871,7653,2185,221079.89,Vlog
YT0006292,2025-03-04 08:32:24.541512,37.87,1784,78.51,539,Shorts Feed,9.51,1081461,48971,7854,468,535924.01,Music
YT0006293,2025-10-16 08:32:24.541512,9.34,124,22.13,487,Notifications,11.3,882727,3227,7379,2884,30405.04,Music
YT0006294,2025-03-16 08:32:24.541512,55.77,1551,46.35,589,Search,16.9,796751,38961,7351,2521,343266.89,Reacts
YT0006295,2025-07-14 08:32:24.541512,10.84,642,98.71,637,Notifications,22.96,938386,98482,7395,1971,167345.5,Reacts
YT0006296,2025-11-08 08:32:24.541512,31.38,495,26.29,95,Notifications,6.6,1262503,43235,278,933,173594.16,Education
YT0006297,2025-08-30 08:32:24.541512,35.27,1461,69.04,158,Search,20.96,1256220,81537,2689,188,509815.95,Comedy
YT0006298,2025-03-06 08:32:24.541512,26.26,11,0.7,375,Shorts Feed,6.21,424281,57740,6266,2287,1296.41,Reacts
YT0006299,2025-10-08 08:32:24.541512,38.04,269,11.79,65,Notifications,4.62,1395688,58564,4810,1446,104288.91,Reacts
YT0006300,2025-08-10 08:32:24.541512,3.47,189,90.78,437,Search,12.85,1390144,25849,1421,2119,72982.56,Tech
YT0006301,2024-12-02 08:32:24.541512,15.25,414,45.25,133,Playlist,21.61,991281,60539,5963,180,113997.32,Reacts
YT0006302,2025-11-02 08:32:24.541512,54.54,3137,95.86,344,Channel Page,5.7,510350,12398,2063,194,444713.32,Vlog
YT0006303,2025-03-18 08:32:24.541512,38.29,1424,61.98,404,Shorts Feed,13.81,456879,31471,6362,181,180721.03,Tech
YT0006304,2025-01-01 08:32:24.541512,58.87,2033,57.56,134,Browse,10.78,950376,43357,2515,2119,536698.45,Education
YT0006305,2025-08-06 08:32:24.541512,1.2,33,45.83,397,Playlist,16.44,691989,31749,5345,1696,6343.23,Gaming
YT0006306,2025-02-15 08:32:24.541512,32.9,626,31.71,232,Search,3.95,147400,46935,5232,525,25631.22,Tech
YT0006307,2025-05-02 08:32:24.541512,14.41,343,39.67,208,Notifications,11.56,1632190,24474,671,1389,155511.44,Gaming
YT0006308,2025-03-05 08:32:24.541512,44.87,654,24.29,686,Playlist,23.21,485683,64716,3869,1040,88232.41,Music
YT0006309,2025-06-20 08:32:24.541512,11.82,706,99.55,449,Notifications,23.72,1330108,41561,3849,2613,260848.96,Education
YT0006310,2025-08-08 08:32:24.541512,54.75,1501,45.69,638,Browse,9.02,469285,12086,7002,163,195665.77,Education
YT0006311,2025-01-02 08:32:24.541512,44.08,1821,68.85,15,Browse,13.52,1316703,9828,6913,1959,666032.27,Tech
YT0006312,2025-04-20 08:32:24.541512,3.55,163,76.53,269,Shorts Feed,18.04,230031,10325,6884,711,10415.29,News
YT0006313,2025-08-12 08:32:24.541512,36.99,1493,67.27,429,Suggested,29.01,673101,69636,2498,2897,279149.94,Education
YT0006314,2024-12-13 08:32:24.541512,32.18,974,50.45,171,Playlist,16.44,148329,25032,2691,1220,40131.24,Gaming
YT0006315,2025-09-16 08:32:24.541512,48.08,2145,74.36,202,Notifications,29.1,1667282,79439,6920,479,993422.19,Education
YT0006316,2025-04-02 08:32:24.541512,8.22,210,42.58,316,Search,4.91,136473,47901,3215,1347,7960.92,Music
YT0006317,2024-12-04 08:32:24.541512,10.92,457,69.75,421,Playlist,29.05,78625,40129,853,2032,9981.01,Vlog
YT0006318,2024-12-26 08:32:24.541512,8.92,5,0.93,595,Search,8.65,1317867,36021,6109,2228,1830.37,News
YT0006319,2025-03-15 08:32:24.541512,2.86,91,53.03,48,Shorts Feed,14.28,1293289,61830,7772,787,32691.47,Sports
YT0006320,2025-08-11 08:32:24.541512,3.41,200,97.75,430,External,21.44,396098,89070,3069,862,22005.44,Education
YT0006321,2025-07-18 08:32:24.541512,50.6,2284,75.23,556,Notifications,3.56,888811,21285,5108,1519,563901.2,Reacts
YT0006322,2025-02-21 08:32:24.541512,54.88,328,9.96,541,Shorts Feed,2.79,1919040,20738,6045,2119,174845.87,Tech
YT0006323,2025-05-09 08:32:24.541512,41.81,1761,70.2,531,Search,22.04,1865189,83263,4728,796,912388.29,Tech
YT0006324,2025-05-11 08:32:24.541512,40.61,1425,58.48,318,Notifications,27.44,1120882,85947,2698,2856,443682.46,Tech
YT0006325,2025-07-23 08:32:24.541512,12.47,83,11.09,252,Shorts Feed,19.27,1873090,64009,2739,2861,43185.13,Comedy
YT0006326,2025-01-05 08:32:24.541512,29.75,31,1.74,378,Channel Page,19.56,1296444,54862,504,719,11163.82,News
YT0006327,2025-02-03 08:32:24.541512,36.85,1643,74.31,124,Channel Page,14.95,1420497,52781,3189,2191,648299.05,News
YT0006328,2025-05-18 08:32:24.541512,59.11,2053,57.89,100,Shorts Feed,4.75,1681088,17478,3838,857,958687.13,Gaming
YT0006329,2025-04-29 08:32:24.541512,51.57,788,25.47,226,Browse,12.78,901587,78752,3414,2496,197347.38,Education
YT0006330,2025-03-25 08:32:24.541512,15.22,816,89.36,500,Shorts Feed,10.66,223662,50008,4716,2183,50696.72,Sports
YT0006331,2025-08-26 08:32:24.541512,42.81,1101,42.86,226,Notifications,6.99,720376,49210,1617,7,220314.99,Tech
YT0006332,2025-09-21 08:32:24.541512,30.14,396,21.9,590,Channel Page,23.9,284534,6401,4331,1899,31298.74,Education
YT0006333,2025-02-08 08:32:24.541512,12.08,52,7.17,135,Suggested,7.99,189840,61428,3917,2580,2742.13,News
YT0006334,2025-03-22 08:32:24.541512,52.43,1061,33.73,66,Notifications,2.73,156547,67342,631,2222,46137.88,Music
YT0006335,2025-07-11 08:32:24.541512,38.01,965,42.31,365,Shorts Feed,16.2,1221095,33600,7655,1769,327321.3,Tech
YT0006336,2025-10-12 08:32:24.541512,19.67,1016,86.09,699,Search,22.91,653717,43771,5871,1691,184493.46,Education
YT0006337,2025-08-16 08:32:24.541512,25.9,1288,82.88,151,Channel Page,21.24,1816609,50380,58,2654,649942.33,News
YT0006338,2024-12-14 08:32:24.541512,5.6,38,11.31,329,Suggested,18.27,738634,99341,1018,1501,7796.69,Vlog
YT0006339,2025-04-10 08:32:24.541512,7.9,7,1.48,68,Channel Page,21.56,948324,91663,4029,1566,1843.96,News
YT0006340,2025-05-12 08:32:24.541512,53.08,1554,48.79,194,Channel Page,6.76,1775908,85112,3918,2452,766600.29,Reacts
YT0006341,2025-06-11 08:32:24.541512,29.64,1058,59.49,663,Playlist,3.3,137978,59442,607,409,40550.2,Comedy
YT0006342,2025-01-30 08:32:24.541512,30.11,609,33.71,230,Shorts Feed,13.15,828350,44597,4411,373,140129.21,Comedy
YT0006343,2025-03-05 08:32:24.541512,23.29,932,66.7,459,Playlist,11.74,1944519,53456,2260,2983,503414.36,Tech
YT0006344,2025-02-14 08:32:24.541512,13.34,133,16.62,672,Suggested,6.76,139013,94249,4705,1760,5135.76,Vlog
YT0006345,2025-11-18 08:32:24.541512,42.26,975,38.45,582,Notifications,21.3,1470376,31283,3718,484,398226.83,Vlog
YT0006346,2025-04-11 08:32:24.541512,31.2,669,35.74,509,Shorts Feed,17.49,477503,91908,1811,231,88735.97,Tech
YT0006347,2025-08-02 08:32:24.541512,25.88,1474,94.93,642,Shorts Feed,22.64,1944831,8439,5487,1178,796300.25,Education
YT0006348,2024-11-22 08:32:24.541512,12.01,619,85.9,268,Playlist,27.01,1821097,98983,2118,655,313127.51,Tech
YT0006349,2025-09-27 08:32:24.541512,3.34,189,94.31,379,Notifications,9.13,1689150,55519,2707,309,88680.38,Sports
YT0006350,2024-12-26 08:32:24.541512,58.3,993,28.39,55,External,22.71,15157,59565,3738,2247,4180.81,Sports
YT0006351,2025-01-01 08:32:24.541512,52.94,1147,36.11,585,Search,13.17,1427519,31654,4756,2632,454823.41,Comedy
YT0006352,2025-10-18 08:32:24.541512,42.13,1799,71.17,201,External,6.0,1666209,26118,2246,1091,832641.66,News
YT0006353,2024-12-17 08:32:24.541512,57.94,2563,73.73,209,External,16.84,742824,81388,5547,2460,528849.42,Tech
YT0006354,2025-01-05 08:32:24.541512,56.57,1271,37.45,342,Shorts Feed,7.61,799810,34249,2166,97,282377.36,Tech
YT0006355,2025-05-30 08:32:24.541512,8.54,206,40.2,451,Notifications,19.87,367012,90916,3644,422,21001.24,Education
YT0006356,2024-12-20 08:32:24.541512,18.24,464,42.4,390,Channel Page,0.24,1536244,4836,3103,2306,198004.78,Gaming
YT0006357,2024-12-03 08:32:24.541512,29.86,300,16.74,442,Suggested,4.15,645040,30653,2751,2367,53753.33,Comedy
YT0006358,2025-07-16 08:32:24.541512,17.42,271,25.93,593,Channel Page,19.48,708674,77219,7752,400,53347.4,Comedy
YT0006359,2024-12-04 08:32:24.541512,25.08,1374,91.31,81,Browse,13.4,1501290,55328,2255,1533,572992.35,Comedy
YT0006360,2025-11-03 08:32:24.541512,1.21,26,35.81,43,Suggested,13.91,209978,82513,7541,2180,1516.51,News
YT0006361,2025-05-12 08:32:24.541512,56.75,2635,77.39,83,Browse,29.16,397967,59305,962,371,291289.73,Music
YT0006362,2025-03-21 08:32:24.541512,14.89,309,34.59,434,External,7.47,1662127,82788,2683,2487,142665.9,Gaming
YT0006363,2024-12-25 08:32:24.541512,29.06,1540,88.32,539,Notifications,13.28,475504,19680,4796,422,203410.04,News
YT0006364,2025-03-03 08:32:24.541512,33.59,90,4.47,165,Search,15.39,962099,22897,7570,810,24052.48,Sports
YT0006365,2025-03-14 08:32:24.541512,20.86,954,76.22,168,Search,13.24,1003297,74564,1516,1890,265873.7,Education
YT0006366,2025-05-13 08:32:24.541512,10.86,360,55.25,498,Playlist,0.68,1414040,24754,7932,2353,141404.0,Sports
YT0006367,2025-04-22 08:32:24.541512,53.03,1442,45.32,236,Notifications,9.44,1935507,83213,633,2495,775278.08,Vlog
YT0006368,2025-06-06 08:32:24.541512,53.47,2066,64.4,467,Playlist,27.77,1487420,2016,417,2795,853613.81,Comedy
YT0006369,2025-03-06 08:32:24.541512,12.08,679,93.68,559,Search,27.55,958078,99108,6993,159,180704.16,Reacts
YT0006370,2025-09-01 08:32:24.541512,44.53,2354,88.11,547,Channel Page,9.55,1193031,10975,6373,1584,780109.72,Comedy
YT0006371,2024-12-29 08:32:24.541512,16.32,921,94.06,672,Browse,2.86,1473299,747,5410,2591,376918.99,Comedy
YT0006372,2025-02-14 08:32:24.541512,30.6,1107,60.29,692,Shorts Feed,9.34,401610,7165,2164,2932,123495.08,Education
YT0006373,2024-12-01 08:32:24.541512,29.6,33,1.86,169,Suggested,14.93,159203,6988,1862,2301,1459.36,Gaming
YT0006374,2025-08-29 08:32:24.541512,11.67,420,59.98,529,Notifications,3.98,362144,4420,6155,868,42250.13,Sports
YT0006375,2025-05-09 08:32:24.541512,2.05,11,8.94,19,Search,14.65,540174,40549,4155,1121,1650.53,Vlog
YT0006376,2025-02-02 08:32:24.541512,57.1,1117,32.6,160,External,27.82,1722350,12903,6910,160,534406.93,Comedy
YT0006377,2024-11-23 08:32:24.541512,41.59,2058,82.47,696,Search,10.09,1043319,42740,435,1134,596430.69,Tech
YT0006378,2025-02-10 08:32:24.541512,19.39,546,46.93,283,Notifications,4.94,458011,679,3729,707,69465.0,Music
YT0006379,2024-12-12 08:32:24.541512,25.3,560,36.89,66,Notifications,27.91,271081,62827,3481,1885,42168.16,Tech
YT0006380,2025-06-18 08:32:24.541512,40.86,753,30.71,191,Playlist,8.99,491330,43924,6491,1386,102769.86,Tech
YT0006381,2025-01-17 08:32:24.541512,55.56,2298,68.93,528,Browse,11.24,1864779,5985,1170,1593,1190350.6,Education
YT0006382,2025-08-05 08:32:24.541512,34.46,1023,49.48,387,Channel Page,17.58,244717,39132,1949,1974,69540.41,Reacts
YT0006383,2025-11-19 08:32:24.541512,17.2,365,35.37,27,Playlist,10.03,482166,83347,1502,342,48886.28,Reacts
YT0006384,2025-08-03 08:32:24.541512,30.48,479,26.19,237,Search,12.71,1788046,61092,6737,2889,237909.45,Sports
YT0006385,2025-06-15 08:32:24.541512,29.47,1408,79.63,257,Playlist,14.14,1576647,16408,631,1632,616644.16,Reacts
YT0006386,2025-07-19 08:32:24.541512,23.62,208,14.68,246,Search,15.51,1947746,41258,503,226,112536.44,Tech
YT0006387,2025-05-27 08:32:24.541512,37.79,2217,97.78,233,Search,5.77,1650276,76875,7623,2848,1016294.97,Education
YT0006388,2025-06-21 08:32:24.541512,51.48,504,16.32,305,Suggested,4.35,386536,28776,4986,2485,54115.04,Vlog
YT0006389,2025-08-08 08:32:24.541512,21.61,680,52.44,21,Playlist,26.79,1308732,41079,4586,522,247204.93,Sports
YT0006390,2025-07-28 08:32:24.541512,33.26,959,48.06,1,Notifications,2.16,1900935,48643,4667,345,506387.96,News
YT0006391,2025-10-01 08:32:24.541512,49.84,2804,93.77,591,Channel Page,24.16,802890,43097,1611,2651,625362.1,Vlog
YT0006392,2025-05-15 08:32:24.541512,49.95,254,8.48,203,Channel Page,8.85,110803,33714,6124,1394,7817.77,Gaming
YT0006393,2025-01-25 08:32:24.541512,7.54,114,25.2,618,Shorts Feed,9.15,1628482,41314,5181,1385,51568.6,Gaming
YT0006394,2024-12-03 08:32:24.541512,8.51,382,74.81,304,Channel Page,28.83,1787898,42887,2300,159,189715.84,Gaming
YT0006395,2025-05-05 08:32:24.541512,11.54,577,83.33,519,External,27.12,350685,98259,1362,2584,56207.01,Gaming
YT0006396,2025-01-03 08:32:24.541512,31.24,1220,65.09,175,Suggested,29.98,481255,52879,993,388,163091.97,Education
YT0006397,2025-01-09 08:32:24.541512,17.68,695,65.52,625,Notifications,24.94,735557,32771,6716,2405,142003.37,Vlog
YT0006398,2025-07-03 08:32:24.541512,53.35,1813,56.64,156,Browse,5.15,1638394,91848,3897,792,825113.42,Comedy
YT0006399,2025-02-08 08:32:24.541512,12.71,543,71.2,174,Browse,28.46,295605,85818,5925,1742,44587.09,Music
YT0006400,2024-11-19 08:32:24.541512,17.39,763,73.13,499,Suggested,14.93,362676,88459,2017,1403,76867.16,Sports
YT0006401,2024-12-21 08:32:24.541512,36.05,1855,85.76,616,Channel Page,14.34,156191,26270,3940,6,80481.75,News
YT0006402,2025-10-19 08:32:24.541512,21.91,431,32.79,372,Suggested,17.2,1810442,52650,220,1420,216750.14,Tech
YT0006403,2025-05-06 08:32:24.541512,44.7,1143,42.62,481,Shorts Feed,10.49,1708791,67123,1081,2251,542541.14,Gaming
YT0006404,2025-07-24 08:32:24.541512,9.18,378,68.63,420,Suggested,0.31,750307,67537,6916,1313,78782.24,News
YT0006405,2025-03-27 08:32:24.541512,32.96,87,4.4,227,Shorts Feed,10.3,1327326,64873,4394,926,32077.04,Music
YT0006406,2025-05-17 08:32:24.541512,26.67,1520,94.99,44,Channel Page,26.11,1331016,15426,6726,1871,561984.53,News
YT0006407,2025-05-28 08:32:24.541512,31.15,993,53.13,289,Shorts Feed,16.0,692754,97613,6319,531,191084.64,Vlog
YT0006408,2024-12-15 08:32:24.541512,44.53,2114,79.12,651,External,16.58,707274,94704,6759,484,415327.01,News
YT0006409,2025-05-17 08:32:24.541512,10.06,417,69.09,268,Browse,7.41,762648,23736,5140,2269,88340.06,Gaming
YT0006410,2025-09-03 08:32:24.541512,48.53,637,21.88,688,Playlist,28.92,973297,48484,6224,2439,172219.5,Music
YT0006411,2025-05-21 08:32:24.541512,21.87,718,54.72,232,Suggested,18.61,678578,25996,2906,414,135338.61,Tech
YT0006412,2025-11-05 08:32:24.541512,22.1,933,70.36,436,Search,25.49,767308,87493,2131,2061,198860.66,Comedy
YT0006413,2025-10-21 08:32:24.541512,56.48,3311,97.7,9,Notifications,24.19,1957785,27780,7549,2740,1800618.37,Reacts
YT0006414,2025-07-04 08:32:24.541512,47.41,2409,84.69,219,Suggested,25.09,1217426,73954,2244,780,814660.9,Gaming
YT0006415,2025-07-09 08:32:24.541512,19.93,254,21.24,507,Notifications,24.17,450728,34434,3757,27,31801.36,Music
YT0006416,2025-09-18 08:32:24.541512,30.12,1163,64.35,579,External,13.98,692878,20088,2513,2424,223838.09,Vlog
YT0006417,2025-05-24 08:32:24.541512,10.47,271,43.14,689,Suggested,8.0,615652,43671,1995,2597,46344.91,Education
YT0006418,2025-06-11 08:32:24.541512,3.86,123,53.11,151,Suggested,21.25,459223,17786,2858,1176,15690.12,Music
YT0006419,2025-07-24 08:32:24.541512,32.6,938,47.96,301,Search,22.11,1270214,30273,4054,97,330961.31,Reacts
YT0006420,2025-04-14 08:32:24.541512,42.68,1398,54.59,394,External,2.23,588842,69604,2095,2557,228666.98,Reacts
YT0006421,2025-09-12 08:32:24.541512,28.45,1138,66.67,129,Channel Page,29.14,1605049,42211,6996,1998,507373.82,Sports
YT0006422,2025-06-26 08:32:24.541512,55.42,706,21.23,420,Shorts Feed,18.74,540076,37121,240,153,105914.9,Comedy
YT0006423,2025-01-01 08:32:24.541512,21.29,1195,93.55,420,Browse,7.65,1474521,88088,3446,2480,489459.05,Reacts
YT0006424,2025-08-31 08:32:24.541512,14.46,302,34.81,390,Shorts Feed,4.67,338298,2769,2167,343,28379.44,Sports
YT0006425,2025-03-16 08:32:24.541512,2.76,117,70.65,639,External,29.92,853610,99765,3873,2427,27742.32,Sports
YT0006426,2025-10-19 08:32:24.541512,12.48,11,1.47,541,Playlist,26.39,1532580,34962,2229,2821,4682.88,Sports
YT0006427,2025-04-24 08:32:24.541512,12.3,74,10.03,603,Search,14.14,1430909,74483,4408,2060,29413.13,Music
YT0006428,2025-09-11 08:32:24.541512,58.14,3140,90.01,17,Browse,12.39,639218,25709,6891,2760,557540.14,Sports
YT0006429,2025-01-24 08:32:24.541512,27.53,792,47.95,221,Playlist,1.95,931122,49300,818,2728,204846.84,Gaming
YT0006430,2024-12-14 08:32:24.541512,18.85,660,58.36,41,Search,24.66,526134,58139,7781,1943,96457.9,Gaming
YT0006431,2025-03-09 08:32:24.541512,44.21,1455,54.85,403,External,19.11,941851,3208,2802,648,380664.78,Education
YT0006432,2025-11-19 08:32:24.541512,31.94,961,50.15,266,External,17.64,892577,61013,6027,1757,238268.47,Reacts
YT0006433,2025-04-08 08:32:24.541512,18.17,840,77.05,365,Browse,29.62,331183,24765,1285,617,77276.03,Comedy
YT0006434,2025-01-02 08:32:24.541512,51.22,1045,34.0,1,Search,27.09,742264,92234,6485,1006,215462.74,Sports
YT0006435,2025-03-02 08:32:24.541512,5.42,143,43.97,29,Shorts Feed,20.14,1830598,37982,3893,2545,72715.42,Vlog
YT0006436,2025-01-24 08:32:24.541512,43.52,2598,99.49,137,Notifications,13.1,835411,82642,7183,1547,602888.27,Vlog
YT0006437,2025-08-01 08:32:24.541512,32.5,1267,64.97,678,External,1.78,1203384,42281,7118,2172,423524.31,Reacts
YT0006438,2024-11-29 08:32:24.541512,54.98,1418,42.99,256,Channel Page,17.94,857925,86074,7879,1003,337927.12,Education
YT0006439,2025-08-23 08:32:24.541512,23.74,1049,73.65,73,Playlist,19.13,1096386,64229,1571,703,319474.7,Vlog
YT0006440,2025-03-12 08:32:24.541512,45.53,2613,95.65,13,Channel Page,3.34,101212,11099,3374,2649,73463.04,Gaming
YT0006441,2024-12-07 08:32:24.541512,58.38,2413,68.89,127,Notifications,21.1,1085523,40270,5143,1931,727601.94,News
YT0006442,2025-07-03 08:32:24.541512,43.57,1578,60.36,81,Notifications,2.71,320414,34642,873,124,140448.14,Music
YT0006443,2025-03-10 08:32:24.541512,29.87,1173,65.45,159,Playlist,23.23,728718,39288,6373,1786,237440.62,Tech
YT0006444,2025-07-17 08:32:24.541512,40.86,258,10.52,279,Notifications,4.97,266277,98314,7363,325,19083.19,Vlog
YT0006445,2025-04-16 08:32:24.541512,8.06,125,25.85,148,Search,7.18,1500806,58308,3647,406,52111.32,Comedy
YT0006446,2025-05-02 08:32:24.541512,8.57,438,85.18,437,Playlist,12.46,611438,26313,5560,1497,74391.62,Sports
YT0006447,2025-08-07 08:32:24.541512,30.19,1150,63.49,496,External,3.52,253072,4928,2522,2451,80842.44,Comedy
YT0006448,2025-09-29 08:32:24.541512,6.24,129,34.46,513,Browse,7.93,414897,42216,2556,2839,14867.14,Music
YT0006449,2025-02-09 08:32:24.541512,22.92,375,27.27,323,Search,8.53,1939242,99075,1350,1760,202004.38,Gaming
YT0006450,2025-11-08 08:32:24.541512,30.14,694,38.38,325,Suggested,2.22,1452983,14684,6390,1971,280102.83,Education
YT0006451,2025-01-07 08:32:24.541512,40.31,648,26.79,454,Shorts Feed,25.95,278960,59201,2760,888,50212.8,Music
YT0006452,2025-04-09 08:32:24.541512,47.01,1224,43.4,381,Search,23.06,251909,96220,1729,2854,85649.06,Tech
YT0006453,2025-01-15 08:32:24.541512,2.94,107,60.66,198,Suggested,28.32,236965,79531,7691,1155,7043.13,News
YT0006454,2025-01-25 08:32:24.541512,44.37,1465,55.03,490,Suggested,7.61,1734771,56741,72,1568,705955.42,Vlog
YT0006455,2025-05-09 08:32:24.541512,13.43,254,31.52,143,Shorts Feed,22.16,399330,67562,6876,393,28174.95,Education
YT0006456,2025-08-31 08:32:24.541512,10.69,53,8.26,529,Suggested,26.27,1709437,76294,7729,2732,25166.71,Education
YT0006457,2024-12-14 08:32:24.541512,45.81,2545,92.59,479,Search,21.83,305142,41052,5063,1960,215718.44,Vlog
YT0006458,2024-11-24 08:32:24.541512,56.92,286,8.37,397,Channel Page,9.89,729407,45847,1105,2650,57947.33,Vlog
YT0006459,2025-06-15 08:32:24.541512,21.5,983,76.2,539,Playlist,7.02,1803554,93022,1961,543,492470.44,Vlog
YT0006460,2025-11-16 08:32:24.541512,7.37,434,98.15,218,Search,10.36,275931,22138,1794,2452,33265.02,Vlog
YT0006461,2025-06-29 08:32:24.541512,58.27,1780,50.91,542,External,16.29,217179,8937,5606,1718,107382.95,Vlog
YT0006462,2025-09-30 08:32:24.541512,8.25,226,45.66,29,External,1.36,1730042,12789,2563,1269,108608.19,Education
YT0006463,2025-01-10 08:32:24.541512,54.12,361,11.12,146,Search,3.68,1070626,28353,5105,1109,107360.0,Reacts
YT0006464,2025-10-15 08:32:24.541512,42.74,355,13.84,572,Channel Page,15.4,452947,68943,7860,2571,44665.61,Reacts
YT0006465,2025-05-12 08:32:24.541512,58.57,1917,54.55,186,Shorts Feed,23.47,226963,5100,3722,1012,120857.8,Comedy
YT0006466,2025-04-06 08:32:24.541512,56.15,149,4.42,557,Playlist,9.89,1746674,95601,2183,137,72292.9,Reacts
YT0006467,2025-10-26 08:32:24.541512,18.61,344,30.81,93,Playlist,16.32,212275,50944,3744,2025,20284.06,Tech
YT0006468,2025-01-30 08:32:24.541512,43.19,1090,42.06,162,External,25.62,1879988,76298,7259,327,569218.59,Reacts
YT0006469,2025-07-24 08:32:24.541512,48.17,1142,39.51,247,Browse,24.19,1316740,16030,496,2885,417699.19,Education
YT0006470,2025-03-13 08:32:24.541512,53.14,1969,61.76,21,Playlist,1.52,1290606,58760,4086,675,705889.78,Vlog
YT0006471,2025-03-15 08:32:24.541512,41.73,2351,93.9,502,Playlist,10.89,1881768,57003,6881,1781,1228899.05,Sports
YT0006472,2024-12-23 08:32:24.541512,45.43,1298,47.62,548,Search,15.03,1963686,58709,3180,1211,708017.9,Sports
YT0006473,2025-08-20 08:32:24.541512,53.96,2504,77.34,645,Channel Page,17.99,493908,39702,7387,627,343540.45,Tech
YT0006474,2025-07-28 08:32:24.541512,49.07,466,15.83,568,Browse,18.36,172711,22053,7262,2022,22356.48,Education
YT0006475,2025-07-20 08:32:24.541512,19.67,877,74.31,22,Notifications,8.2,1470445,93136,2115,172,358216.74,Gaming
YT0006476,2025-04-24 08:32:24.541512,11.07,366,55.1,531,Channel Page,10.75,1032829,42204,3440,1556,105004.28,Music
YT0006477,2024-11-20 08:32:24.541512,58.33,1913,54.66,497,Browse,11.99,1895126,15621,1061,761,1007048.9,Comedy
YT0006478,2025-10-04 08:32:24.541512,47.84,1633,56.89,588,Suggested,11.28,239111,71994,552,1635,108463.41,Gaming
YT0006479,2025-01-06 08:32:24.541512,5.03,89,29.49,590,Notifications,16.04,1000328,49108,7400,1588,24730.33,Education
YT0006480,2024-12-17 08:32:24.541512,50.5,1617,53.37,351,External,15.92,177001,7358,5376,332,79502.95,Reacts
YT0006481,2025-07-06 08:32:24.541512,29.68,269,15.11,243,Channel Page,6.86,1892033,66700,4901,1937,141376.91,Vlog
YT0006482,2025-03-01 08:32:24.541512,33.33,853,42.65,159,Playlist,9.46,137644,90019,1580,107,32613.98,Gaming
YT0006483,2025-08-26 08:32:24.541512,31.3,604,32.16,533,External,12.94,1046300,87627,6597,2851,175545.89,Music
YT0006484,2025-03-26 08:32:24.541512,59.66,3419,95.51,519,External,20.31,1567299,13526,5289,2499,1488498.69,Sports
YT0006485,2025-01-11 08:32:24.541512,39.09,1185,50.52,132,Channel Page,22.97,890910,35020,6673,852,293257.88,Music
YT0006486,2025-07-25 08:32:24.541512,8.21,479,97.24,697,Suggested,21.02,1552027,39531,6580,733,206505.81,Vlog
YT0006487,2025-10-23 08:32:24.541512,51.95,1633,52.39,667,Playlist,8.74,1077988,61433,818,970,488987.33,Reacts
YT0006488,2025-02-10 08:32:24.541512,41.02,46,1.87,212,External,23.74,363624,80,7496,1287,4646.31,Music
YT0006489,2024-12-25 08:32:24.541512,59.47,2863,80.24,439,Suggested,2.27,610411,9491,4154,670,485446.3,Comedy
YT0006490,2025-09-12 08:32:24.541512,50.32,2541,84.16,150,Playlist,8.57,1682889,42955,2436,1827,1187839.15,Music
YT0006491,2025-01-19 08:32:24.541512,6.2,332,89.25,345,Notifications,23.25,1209742,74834,6860,1452,111565.1,Education
YT0006492,2025-07-09 08:32:24.541512,58.77,3101,87.94,607,Playlist,16.51,1292557,46395,2524,2453,1113394.24,Reacts
YT0006493,2025-05-08 08:32:24.541512,37.85,1392,61.29,472,External,0.56,1697300,52603,3443,236,656289.33,Vlog
YT0006494,2024-12-28 08:32:24.541512,41.05,1417,57.53,476,Suggested,6.12,1751229,73519,6165,9,689303.19,Sports
YT0006495,2025-02-16 08:32:24.541512,45.69,1608,58.66,59,Browse,7.76,1847376,37242,761,509,825161.28,Sports
YT0006496,2025-09-16 08:32:24.541512,2.9,43,24.71,233,Channel Page,22.47,1765555,16265,412,2728,21088.57,Music
YT0006497,2025-03-14 08:32:24.541512,16.18,420,43.26,635,Playlist,4.15,1798605,6466,2337,601,209837.25,Education
YT0006498,2025-10-19 08:32:24.541512,44.47,1246,46.7,618,Browse,9.83,1840084,38988,7829,171,636873.52,Gaming
YT0006499,2025-06-04 08:32:24.541512,28.18,1265,74.82,201,Channel Page,19.31,1495732,90098,245,1612,525583.61,Gaming
YT0006500,2025-03-03 08:32:24.541512,5.3,20,6.29,638,Shorts Feed,12.97,302740,45987,5654,1295,1681.89,Education
YT0006501,2025-01-11 08:32:24.541512,37.09,1452,65.25,168,Channel Page,4.92,773485,31210,3125,75,311972.28,Comedy
YT0006502,2025-03-03 08:32:24.541512,18.93,1008,88.75,522,Suggested,4.27,513585,2362,1922,1129,143803.8,Gaming
YT0006503,2025-01-31 08:32:24.541512,38.79,2074,89.11,667,Browse,22.64,998298,38470,5778,1683,575130.57,Gaming
